corporate_name_s2,main_customers,revenue,profit
Oscorp 1410 Limited,MegaMart|BuildIt|RetailCo|UrbanWorks,651797.55,52521.8
Oscorp 828 Corp,CoreTrade|SupplyHub,5881461.97,462598.83
BLUE SUN 795 LLC,BuildIt|SupplyHub|RetailCo,6605955.34,1219856.41
MASSIVE DYNAMIC 1074 Corp,SupplyHub,971404.62,63861.4
Vehement 416 Ltd,MegaMart|CoreTrade|RetailCo|SupplyHub,3054082.89,484499.96
INITRODE 1839 Ltd,MegaMart|UrbanWorks,4425926.3,326077.96
Wonka 793 Corp.,BuildIt|UrbanWorks|RetailCo,9508515.79,984785.28
Monarch 941,SupplyHub|BuildIt|MegaMart,7380747.75,1629158.17
Massive Dynamic 663,MegaMart|CoreTrade|SupplyHub,9492065.97,1918572.26
WAYNE 1203 Ltd,RetailCo|CoreTrade|BuildIt,9837433.07,2422406.18
Aperture 1431 LLC,RetailCo|CoreTrade|BuildIt,8108441.44,1752543.69
OSCORP 31 Ltd,RetailCo|UrbanWorks,8737087.11,1025050.14
"Tyrell 2335, Inc",UrbanWorks|CoreTrade|RetailCo|SupplyHub,515150.85,122277.29
Abstergo 907 Inc.,RetailCo|SupplyHub|UrbanWorks|CoreTrade,1425442.75,184940.48
Wonka 2197 Limited,RetailCo|MegaMart,5587409.32,498644.55
Hooli 1835 Limited.,RetailCo|UrbanWorks|MegaMart|CoreTrade,1318671.29,67547.59
"Oscorp 1194, Corp",RetailCo|MegaMart|CoreTrade|BuildIt,4230631.4,365307.83
Virtucon 131 Inc.,CoreTrade|UrbanWorks,4993634.39,473163.13
"Acme 2067, Ltd",BuildIt|SupplyHub,5044512.12,467998.57
Cyberdyne 274 Limited.,RetailCo|UrbanWorks|SupplyHub,6489885.46,350250.44
Initech 1237,CoreTrade|SupplyHub|RetailCo|UrbanWorks,3947045.23,983092.41
"Initech 558, Limited",MegaMart|CoreTrade,8137700.23,555576.9
Hooli 510 LLC.,CoreTrade|BuildIt|RetailCo|MegaMart,7848399.58,808846.09
WAYNE 1569 Limited,BuildIt,9779556.46,2400009.04
GLOBEX 757 Corp,UrbanWorks|SupplyHub|CoreTrade,7735371.67,1263348.63
Soylent 225,MegaMart|RetailCo|UrbanWorks,9811184.41,1025141.62
Blue Sun 506 Inc.,UrbanWorks|RetailCo|MegaMart,3913855.38,340994.22
Wayne 2323,RetailCo|UrbanWorks,4371056.66,781154.64
"Soylent 2259, Corporation",RetailCo|MegaMart|UrbanWorks|CoreTrade,4828166.64,964448.61
Wonka 2437 Limited,UrbanWorks|CoreTrade|MegaMart|SupplyHub,265077.09,56348.21
"Gringotts 2431, LLC",SupplyHub|RetailCo|UrbanWorks|CoreTrade,7208492.18,924749.61
LexCorp 392,SupplyHub|MegaMart|CoreTrade|BuildIt,7768600.69,834687.8
"Soylent 459, Inc",MegaMart|SupplyHub|BuildIt|CoreTrade,8077183.98,1860906.21
Umbrella 1492,BuildIt|SupplyHub,4471044.91,1106262.93
Pied Piper 1671 LLC.,MegaMart|UrbanWorks,4501780.7,341798.01
"Monarch 2063, Inc",BuildIt,7860188.18,1902838.86
Hooli 115 Ltd,CoreTrade|SupplyHub|MegaMart,291894.54,42052.19
Blue Sun 870,SupplyHub,8281792.36,1863389.36
Hooli 1999 Limited.,CoreTrade|SupplyHub,9948239.66,615106.0
PIED PIPER 1658 Corporation,SupplyHub|UrbanWorks,7992486.96,1878745.83
Wonka 743 Limited,SupplyHub|CoreTrade|UrbanWorks|MegaMart,8939166.72,2207342.44
Pied Piper 2380,CoreTrade,8319490.04,1323801.65
Abstergo 821 Corp.,BuildIt|SupplyHub|CoreTrade|UrbanWorks,565100.82,60897.53
LexCorp 563 Limited.,CoreTrade|SupplyHub,1042729.12,251753.97
Tyrell 256 Corporation,SupplyHub,6368402.93,172272.51
"Acme 1981, Corp",BuildIt,1408572.56,277667.76
Massive Dynamic 706 Ltd.,BuildIt|CoreTrade|RetailCo|UrbanWorks,7482923.22,1734482.08
ACME 1720 Ltd,BuildIt|CoreTrade|UrbanWorks,3611158.19,259508.11
LEXCORP 101 Corp,BuildIt,2818514.72,106599.53
Initrode 208 Corp.,MegaMart|CoreTrade,490283.48,98733.49
Massive Dynamic 2307 Limited,CoreTrade|RetailCo|SupplyHub|MegaMart,7446229.83,1490716.18
TYRELL 716 Inc,SupplyHub,402575.6,42539.1
"Cyberdyne 462, Ltd",BuildIt|MegaMart,8311122.22,264737.71
Virtucon 944 Limited.,MegaMart|BuildIt|CoreTrade|RetailCo,7666017.71,1108038.61
Globex 2058 Corp.,BuildIt|SupplyHub|RetailCo,6868347.26,563651.37
Monarch 1785,MegaMart|UrbanWorks|CoreTrade,3839403.14,492457.59
Wayne 709 Inc.,MegaMart|BuildIt|RetailCo|SupplyHub,7762905.91,728158.34
Stark 411 Ltd.,MegaMart,4826740.35,317960.91
"Initech 122, Corp",MegaMart|BuildIt|RetailCo,6309699.72,274076.32
INITECH 1109 Inc,SupplyHub|MegaMart|BuildIt|CoreTrade,6520906.66,1197486.53
Umbrella 1135 Inc,UrbanWorks|SupplyHub|CoreTrade|MegaMart,6191549.14,714290.43
Blue Sun 1502 Limited,RetailCo|BuildIt,9479442.13,2369470.5
Oscorp 1449 LLC.,BuildIt|RetailCo,3233250.47,379808.97
Soylent 658 Corp,RetailCo|CoreTrade|MegaMart|SupplyHub,5311840.29,107071.85
Pied Piper 2199,UrbanWorks|CoreTrade,4474823.18,411907.05
APERTURE 1257 LLC,UrbanWorks|CoreTrade|SupplyHub|RetailCo,8755128.39,475047.44
Globex 712,CoreTrade|RetailCo,3180118.62,434286.26
UMBRELLA 1191 Inc,UrbanWorks|MegaMart|SupplyHub,408728.95,48759.14
Blue Sun 1233 Corp.,SupplyHub,7662191.89,1295050.98
LexCorp 609 LLC.,MegaMart|CoreTrade|RetailCo|BuildIt,8607661.85,502538.71
GRINGOTTS 656 Corporation,BuildIt|UrbanWorks,9488848.21,2015813.51
Gringotts 1132 Ltd.,SupplyHub,6181470.81,829375.93
Pied Piper 1461 Corporation,RetailCo|CoreTrade|BuildIt,5522504.55,525503.41
Massive Dynamic 285,MegaMart|RetailCo|BuildIt,6496658.2,188420.56
TYRELL 1251 Corporation,CoreTrade|RetailCo,6989234.56,1580866.73
Vehement 346,MegaMart|CoreTrade|UrbanWorks,1314110.48,284045.04
Massive Dynamic 939,UrbanWorks|SupplyHub|BuildIt,4817899.0,488119.28
Initrode 1334 LLC,MegaMart,8970176.8,2179836.19
Aperture 2328,SupplyHub|MegaMart,4552561.78,965166.2
Umbrella 702 LLC,MegaMart,7817492.5,1569138.78
Initrode 488,MegaMart|CoreTrade|BuildIt|RetailCo,918592.61,196970.0
Umbrella 2185,SupplyHub,9684715.05,1958620.48
"Virtucon 2298, Ltd",CoreTrade|UrbanWorks|BuildIt,3241610.92,477436.7
Wayne 550 Corp,UrbanWorks|SupplyHub|BuildIt,5103836.4,683113.11
Initrode 2303 Corp.,SupplyHub|UrbanWorks,344476.56,54979.27
Umbrella 2399 LLC,RetailCo|CoreTrade|MegaMart|BuildIt,1790148.66,366488.78
Initrode 1919 Limited.,BuildIt|CoreTrade,8935689.69,1922253.69
Soylent 400,MegaMart,2326183.68,567052.5
Virtucon 1524 LLC.,UrbanWorks|RetailCo|SupplyHub,277360.67,30741.21
Globex 1672 Corporation,RetailCo|CoreTrade|SupplyHub,5886770.72,812485.74
Gringotts 1962 Limited.,CoreTrade|BuildIt|RetailCo|MegaMart,5176677.18,703396.99
"Initrode 589, Corp",UrbanWorks,6049890.71,1124501.15
Massive Dynamic 5 Corp,UrbanWorks,9576409.41,932902.64
Initech 338 Corp.,BuildIt|CoreTrade|UrbanWorks,3696780.19,755075.02
VEHEMENT 1434 LLC,RetailCo|MegaMart|BuildIt|SupplyHub,3254666.48,686569.64
"Blue Sun 2312, Ltd",UrbanWorks|RetailCo,5251326.38,487827.49
Monarch 1627 Inc.,MegaMart|RetailCo|UrbanWorks,8410928.44,903630.69
ABSTERGO 625 Limited,RetailCo|MegaMart|BuildIt|CoreTrade,9748092.42,385318.27
"Acme 117, Limited",MegaMart|RetailCo|CoreTrade|UrbanWorks,8408365.58,1369783.3
Gringotts 1416 Inc.,BuildIt|UrbanWorks|SupplyHub|RetailCo,8702505.61,403173.15
ACME 1405 Limited,UrbanWorks|RetailCo|BuildIt,8813244.14,417755.22
Initrode 2089 LLC,MegaMart|UrbanWorks,9326209.63,1106961.04
Cyberdyne 1499,CoreTrade|SupplyHub,3303029.51,87996.46
Blue Sun 501,BuildIt|MegaMart|UrbanWorks|RetailCo,827716.17,67569.42
"Pied Piper 1497, LLC",CoreTrade|MegaMart,7705708.93,1353807.98
Pied Piper 2008 Inc.,UrbanWorks|SupplyHub|BuildIt|MegaMart,2323413.23,445651.41
"Virtucon 1328, Limited",RetailCo|MegaMart|SupplyHub|UrbanWorks,2455262.71,72343.91
CYBERDYNE 2474 Inc,BuildIt,3512647.45,450617.03
Pied Piper 1666 Ltd.,BuildIt,6631267.91,148802.37
Virtucon 750 Inc.,CoreTrade,2563348.92,460148.54
INITRODE 919 Inc,SupplyHub|UrbanWorks|CoreTrade,1538751.51,358449.41
Initech 2483 Corporation,UrbanWorks,1880768.89,102825.29
Cyberdyne 342 Inc,SupplyHub,861165.75,44496.33
"Umbrella 2142, LLC",BuildIt|SupplyHub|UrbanWorks|RetailCo,1565214.68,241590.84
LEXCORP 1905 Inc,SupplyHub|BuildIt|UrbanWorks|CoreTrade,5253887.17,973268.76
Cyberdyne 2439 Inc.,RetailCo|BuildIt,4091413.54,870140.7
Blue Sun 1118 Limited.,RetailCo|UrbanWorks,2247051.05,385769.78
"Wonka 3, Corporation",RetailCo,5494920.66,388498.27
"Initech 552, LLC",SupplyHub|BuildIt,7634460.52,665577.45
Monarch 896 Corporation,BuildIt|CoreTrade|SupplyHub|UrbanWorks,2271701.77,260056.19
"Abstergo 1454, Corporation",MegaMart|SupplyHub|RetailCo|UrbanWorks,5395615.86,401260.27
Vehement 1804 LLC,BuildIt|UrbanWorks|CoreTrade,8776364.65,1644339.49
"Virtucon 437, Corp",SupplyHub|MegaMart|BuildIt,315527.53,24776.85
Stark 2232 Corp.,CoreTrade|MegaMart,1151582.31,270476.51
Tyrell 473,CoreTrade|SupplyHub|UrbanWorks|RetailCo,5551361.07,1315655.06
WAYNE 1684 Inc,BuildIt,6350212.32,1460059.97
Pied Piper 1721,CoreTrade|MegaMart,7808569.71,1121692.62
MONARCH 708 Limited,MegaMart|RetailCo|UrbanWorks|CoreTrade,1072352.16,235753.41
GRINGOTTS 1419 Corp,UrbanWorks,5746500.05,541072.72
Blue Sun 2432 Corporation,MegaMart|SupplyHub|UrbanWorks|RetailCo,1820332.58,350387.23
"Wayne 1360, LLC",BuildIt|SupplyHub|UrbanWorks,2799436.5,326101.38
"Gringotts 159, Corp",MegaMart|RetailCo|CoreTrade,1331101.22,237463.05
GLOBEX 694 Corp,SupplyHub,8024458.33,1410964.77
Wonka 1339,CoreTrade|RetailCo,7834705.22,1538985.86
Initrode 923,MegaMart|CoreTrade|BuildIt|UrbanWorks,2096901.7,358745.01
"Stark 541, Corp",CoreTrade|UrbanWorks,4629749.18,371959.98
Initrode 1130 Limited.,MegaMart,7268333.96,1156384.26
CYBERDYNE 1970 Inc,CoreTrade|MegaMart,1849678.87,450339.62
Soylent 2420 Corp.,UrbanWorks|BuildIt|MegaMart|CoreTrade,7761804.26,1416034.51
GLOBEX 1756 Corp,BuildIt,2097206.71,162388.71
Abstergo 176 Corp,BuildIt|MegaMart|UrbanWorks|RetailCo,2806906.48,595026.3
INITRODE 217 LLC,BuildIt,6780881.9,870934.3
LexCorp 484,RetailCo|BuildIt|UrbanWorks,7969869.69,304245.2
Cyberdyne 1361,RetailCo|UrbanWorks|MegaMart,5343162.07,1257528.77
Soylent 1777,RetailCo|BuildIt,3493011.31,235212.43
"Wonka 1689, Corp",MegaMart,3759442.48,397149.61
Globex 1014,BuildIt,5634345.43,816015.7
WAYNE 992 Corp,RetailCo|CoreTrade|SupplyHub,4607895.83,572007.89
Initrode 888 LLC,MegaMart|CoreTrade|SupplyHub,1950366.19,201494.82
Stark 1147 Corporation.,CoreTrade|RetailCo|MegaMart,7845204.98,713166.21
MONARCH 580 Corp,MegaMart|SupplyHub|CoreTrade,2339289.53,412641.38
Acme 394 Corporation,MegaMart|CoreTrade,1599169.46,285955.58
WONKA 1677 Corporation,BuildIt|UrbanWorks|RetailCo,777197.38,49392.28
Hooli 1795 Limited.,UrbanWorks,5145122.8,681126.91
WONKA 1340 Corporation,RetailCo|MegaMart|BuildIt,8509568.75,1495340.39
"Hooli 12, LLC",RetailCo|UrbanWorks|SupplyHub,806884.84,133979.2
"Soylent 536, Corporation",MegaMart|CoreTrade|SupplyHub|RetailCo,1685343.54,250720.57
Monarch 2353,BuildIt|UrbanWorks,6384249.97,257947.28
ABSTERGO 2035 LLC,SupplyHub|BuildIt|RetailCo,6846451.4,358743.13
Initech 587 Limited,BuildIt|RetailCo|MegaMart|SupplyHub,7549211.9,1174672.48
LEXCORP 529 Limited,BuildIt|RetailCo|UrbanWorks,5794830.44,710035.17
LexCorp 452,MegaMart,9172330.63,1398829.74
"Pied Piper 833, Corporation",RetailCo|MegaMart,1010260.98,71602.81
Abstergo 954 Ltd.,UrbanWorks|MegaMart|SupplyHub|CoreTrade,8557828.26,721551.51
Initech 1269,MegaMart,9268755.87,1692015.9
LEXCORP 1824 Corp,RetailCo|UrbanWorks|CoreTrade|MegaMart,130978.19,21841.51
Pied Piper 799 Ltd,RetailCo,2039622.52,97435.9
"Blue Sun 178, Corporation",CoreTrade|RetailCo|UrbanWorks|MegaMart,8653866.65,722917.22
Abstergo 988 Corp.,SupplyHub|UrbanWorks,8301425.87,587211.8
LexCorp 361 Ltd.,UrbanWorks,9421909.18,522583.19
HOOLI 1695 Ltd,MegaMart,5131867.86,792046.9
Wayne 1781 Limited,BuildIt|UrbanWorks|RetailCo|CoreTrade,1008417.98,157620.82
Initech 1020,RetailCo|UrbanWorks|MegaMart,3936159.32,553172.27
Globex 2349 Limited.,MegaMart,7962554.25,740766.42
Hooli 970 LLC,MegaMart|SupplyHub|BuildIt|UrbanWorks,2785356.2,340723.23
PIED PIPER 99 Limited,RetailCo,8982360.22,1715996.85
VIRTUCON 110 Limited,BuildIt|RetailCo|UrbanWorks|MegaMart,1733942.84,221077.25
"Blue Sun 189, LLC",BuildIt|CoreTrade|SupplyHub|RetailCo,895121.67,85546.85
Aperture 1406,RetailCo|SupplyHub|BuildIt,4650596.76,128160.0
Tyrell 1471 LLC,RetailCo|SupplyHub,2675562.02,108317.7
Cyberdyne 2282,RetailCo|MegaMart|UrbanWorks,7569332.93,736724.75
Stark 917 Inc.,SupplyHub|CoreTrade,4065552.97,397776.57
"LexCorp 1444, Corporation",SupplyHub|MegaMart|RetailCo|BuildIt,6675749.64,1024704.47
Stark 2243 Limited.,SupplyHub|MegaMart|RetailCo|UrbanWorks,6458100.54,866162.76
Virtucon 574,RetailCo,1085789.94,217477.91
"Cyberdyne 382, Limited",SupplyHub|RetailCo|MegaMart,9395590.81,1819380.9
Pied Piper 1625 LLC.,SupplyHub|BuildIt|MegaMart,513741.59,106297.27
Abstergo 160 Corp,CoreTrade,5445817.47,657225.97
Vehement 590,UrbanWorks|BuildIt,8494131.83,1456176.5
Tyrell 1601 Corporation,MegaMart|UrbanWorks,6096526.13,1190339.31
Aperture 119,BuildIt|CoreTrade|SupplyHub,3752062.23,597911.07
Massive Dynamic 470,BuildIt|RetailCo|CoreTrade|UrbanWorks,3197927.99,97583.34
Oscorp 1846,RetailCo|UrbanWorks|BuildIt|SupplyHub,1532537.79,363004.07
"Tyrell 816, Corporation",UrbanWorks|SupplyHub|BuildIt,660387.27,53758.83
Vehement 2393 Corporation,MegaMart|RetailCo,1591058.55,149451.13
"Initech 1027, Corp",MegaMart|CoreTrade|RetailCo,3673167.91,701574.38
Tyrell 775 LLC,MegaMart|UrbanWorks|RetailCo,4275224.23,956831.5
Umbrella 316 Ltd,UrbanWorks|SupplyHub,6425622.15,1048959.88
LexCorp 1224,UrbanWorks|CoreTrade,9185350.2,1530348.74
VIRTUCON 196 Limited,SupplyHub|RetailCo|CoreTrade,1833186.62,293645.54
Stark 27 Corp,MegaMart|BuildIt,6029551.39,798187.87
MASSIVE DYNAMIC 1616 Ltd,RetailCo,679167.64,74495.27
Cyberdyne 1060 Corporation.,MegaMart,3510796.6,599448.39
"Blue Sun 1883, Corp",UrbanWorks|MegaMart,6910510.06,1191385.13
VIRTUCON 1848 Ltd,SupplyHub,6028915.05,548902.74
"Cyberdyne 869, LLC",SupplyHub,5561551.08,336068.61
Soylent 183 Ltd.,MegaMart|CoreTrade|SupplyHub|BuildIt,8574528.46,981597.2
Stark 2406 Corp.,CoreTrade|BuildIt|MegaMart|RetailCo,4791317.15,445919.49
Hooli 2093 Ltd.,BuildIt|CoreTrade|MegaMart|RetailCo,9492133.01,634695.2
"Aperture 1298, Limited",RetailCo|CoreTrade|BuildIt|UrbanWorks,5629020.97,128664.15
Blue Sun 762 Corp,BuildIt|MegaMart,8323461.93,367316.66
"Acme 1382, Corporation",CoreTrade|SupplyHub|UrbanWorks|RetailCo,1996320.45,169342.0
"Umbrella 1011, Corp",CoreTrade,3235721.63,480247.75
Blue Sun 585 Inc.,MegaMart,3576758.42,246806.18
Hooli 1764 Corporation.,UrbanWorks|RetailCo,534995.53,119654.86
Hooli 553 Inc,SupplyHub|CoreTrade|RetailCo|MegaMart,1765268.88,220983.28
Hooli 1686 Ltd,BuildIt|UrbanWorks,8490588.42,650139.47
Blue Sun 599,MegaMart|SupplyHub|RetailCo,3168078.17,435927.81
Initech 857 Ltd.,BuildIt|SupplyHub|RetailCo|CoreTrade,7440161.78,1391054.23
Abstergo 2356,UrbanWorks|MegaMart|CoreTrade|BuildIt,6347161.2,469592.38
BLUE SUN 763 Inc,BuildIt,7869124.66,1058239.76
"Soylent 1254, Corp",MegaMart|UrbanWorks,7948117.8,1335154.69
Pied Piper 1943,CoreTrade|RetailCo,1189544.0,123263.54
Gringotts 1270,SupplyHub|RetailCo,6965684.92,1408568.51
"Blue Sun 1574, Inc",BuildIt,3517981.07,727241.09
Wonka 264 Corporation,CoreTrade,2629643.09,251047.14
Tyrell 807,CoreTrade|UrbanWorks|RetailCo|BuildIt,7647509.1,634185.39
Wayne 1128 Corporation.,CoreTrade|UrbanWorks,2816743.57,397786.52
Monarch 1278 Limited,RetailCo|CoreTrade|MegaMart|BuildIt,6734412.09,201470.63
Wonka 1885 Corporation.,RetailCo,5565499.2,868830.76
Tyrell 2412 Ltd.,CoreTrade|MegaMart,5456068.23,936558.89
Stark 2170 Limited.,MegaMart|SupplyHub,3586222.09,462554.29
Soylent 693 Limited.,MegaMart|RetailCo,4008563.22,867477.77
HOOLI 1605 Corporation,RetailCo|MegaMart|CoreTrade,1739586.34,44715.96
Initrode 1584 Corp,RetailCo,5995934.25,603056.32
Gringotts 364 Ltd,RetailCo|MegaMart|CoreTrade,7692894.11,890952.23
PIED PIPER 21 LLC,MegaMart|RetailCo,3878030.94,966048.21
Massive Dynamic 1717 Limited.,MegaMart,8473436.51,1005139.24
Oscorp 2395,UrbanWorks,5048173.12,1214990.85
Wayne 2306,UrbanWorks,1151697.83,79052.91
"Vehement 349, LLC",SupplyHub,7124681.53,1289926.65
Virtucon 362 Limited,CoreTrade|UrbanWorks|SupplyHub,3442433.91,800379.09
WAYNE 103 Ltd,RetailCo,6970103.14,1271879.35
LexCorp 1297 Corp,MegaMart|SupplyHub|CoreTrade,8000373.39,1671254.03
Abstergo 1640,BuildIt|SupplyHub,3767758.35,242598.04
Vehement 815,RetailCo|SupplyHub|MegaMart,226428.1,10073.38
WONKA 2422 Corporation,SupplyHub|MegaMart,8352688.85,1533636.92
Wonka 1263 Inc.,RetailCo|UrbanWorks|BuildIt|CoreTrade,8375369.88,1589004.76
Wayne 1902 Ltd,SupplyHub|UrbanWorks,2746962.05,635211.84
Soylent 37 Inc,CoreTrade|SupplyHub,2220944.39,112006.06
Monarch 593 Inc,SupplyHub,5045867.16,790202.21
TYRELL 2053 Corporation,SupplyHub|CoreTrade,4075052.66,141927.78
SOYLENT 309 Inc,CoreTrade,9311672.08,1074811.75
LexCorp 1543 LLC.,MegaMart,3457614.69,547973.25
Cyberdyne 1433,RetailCo|CoreTrade,1589679.27,282359.67
Oscorp 182 Corporation,CoreTrade|MegaMart|UrbanWorks|BuildIt,8709056.66,2138754.16
ABSTERGO 1451 Corporation,BuildIt|SupplyHub|RetailCo,6489436.12,1480907.29
"Wayne 1988, Limited",RetailCo,2344083.9,254656.83
Virtucon 1711,UrbanWorks|SupplyHub|CoreTrade,7085862.11,1768199.03
"Initech 2413, Ltd",CoreTrade|UrbanWorks|MegaMart|SupplyHub,7333514.98,618924.26
Hooli 769 Inc.,SupplyHub,9887792.71,870967.22
CYBERDYNE 1415 Corporation,RetailCo|CoreTrade|UrbanWorks|BuildIt,2551377.92,431333.53
Wayne 71 Limited,SupplyHub,1708767.49,348544.17
WONKA 2184 Limited,MegaMart|UrbanWorks|CoreTrade|SupplyHub,7048172.79,1493222.09
HOOLI 577 Corp,SupplyHub,2578853.86,272131.15
Pied Piper 2074 Ltd,RetailCo,8299040.02,978832.89
Monarch 480 Limited,RetailCo|CoreTrade|MegaMart|SupplyHub,165462.33,24302.78
STARK 1417 Corporation,MegaMart,470038.45,80511.28
"Initech 1470, Inc",MegaMart,7042485.43,414195.82
Blue Sun 1100 Inc.,SupplyHub|MegaMart|BuildIt|RetailCo,8770251.42,1762746.59
Soylent 263 Corp.,CoreTrade|UrbanWorks|SupplyHub,176102.15,15730.58
"Soylent 1285, LLC",BuildIt|CoreTrade|RetailCo,4895636.39,1100599.93
Oscorp 1327 Limited,CoreTrade|BuildIt,8409383.6,1508287.13
WAYNE 754 Inc,RetailCo,7526144.26,435938.41
Stark 1871 Inc.,SupplyHub|CoreTrade,7057096.15,625425.05
APERTURE 468 Inc,CoreTrade|RetailCo|SupplyHub|MegaMart,3153380.61,323909.78
TYRELL 380 Limited,SupplyHub,5543585.19,1163163.93
Pied Piper 2485 Corp.,SupplyHub|BuildIt|MegaMart,6855163.79,1452427.37
Acme 1529,BuildIt|UrbanWorks,365471.44,47751.39
Monarch 1930 Inc.,MegaMart|BuildIt|UrbanWorks|SupplyHub,1361596.48,262448.65
Cyberdyne 248,CoreTrade|RetailCo|MegaMart|SupplyHub,4287074.87,988788.29
WONKA 250 Corporation,UrbanWorks|BuildIt|RetailCo,2320024.2,104146.41
Virtucon 1800 Limited.,SupplyHub|RetailCo|CoreTrade|UrbanWorks,1255633.37,51770.19
"Stark 72, Inc",SupplyHub,1875670.57,436341.14
"Monarch 1792, Corp",UrbanWorks|BuildIt|RetailCo|MegaMart,9707877.1,1027319.85
Acme 1260,MegaMart|RetailCo,9056157.27,1890654.15
Gringotts 435 Limited.,MegaMart|CoreTrade,4510278.65,147920.16
"Oscorp 1144, Limited",BuildIt|UrbanWorks|SupplyHub|RetailCo,5816236.66,560077.05
"Wayne 239, Corporation",MegaMart|SupplyHub|RetailCo,6280743.19,971215.68
Massive Dynamic 348 Corp.,MegaMart|BuildIt,742896.88,107496.74
Acme 2375 Limited,SupplyHub|UrbanWorks|BuildIt|CoreTrade,5064843.27,1023143.9
OSCORP 87 Inc,MegaMart,2940445.8,349543.36
Vehement 1317 Corporation.,SupplyHub|RetailCo,1731185.55,79228.84
Blue Sun 1827 Corporation,RetailCo,4336371.18,1015756.78
Monarch 1678 LLC,MegaMart,6037646.8,580600.95
Blue Sun 57 Limited,RetailCo|UrbanWorks|SupplyHub|CoreTrade,5422580.6,739387.73
"Initrode 1621, Ltd",CoreTrade|UrbanWorks|RetailCo,5585345.11,864721.57
Globex 1778 Corp,RetailCo|CoreTrade,8034372.89,1447343.68
Tyrell 86 LLC.,CoreTrade|BuildIt,6193597.67,552583.32
"Vehement 1856, Ltd",UrbanWorks|CoreTrade|RetailCo|MegaMart,8576896.98,948327.47
Cyberdyne 216 LLC.,SupplyHub|BuildIt|UrbanWorks|MegaMart,2695397.94,290121.49
Wonka 383 Corp,MegaMart,5050771.25,153643.31
"Hooli 2319, LLC",SupplyHub,3207058.96,124261.89
Globex 2460,CoreTrade|SupplyHub,6331773.59,1392646.33
"Soylent 1681, Inc",RetailCo|UrbanWorks|BuildIt|CoreTrade,6276808.17,470599.8
Umbrella 2195 Corporation.,BuildIt|RetailCo,6010684.05,359796.26
MASSIVE DYNAMIC 419 Limited,UrbanWorks,6518024.85,1207643.87
Globex 1122,RetailCo|SupplyHub|UrbanWorks,6072526.09,583907.09
MONARCH 191 Corporation,BuildIt,6212848.67,459733.13
Oscorp 360,RetailCo|SupplyHub|BuildIt,3097963.6,442079.24
Acme 2497 Limited.,MegaMart|UrbanWorks,3003072.89,348127.78
Wayne 2450 Ltd,SupplyHub|CoreTrade|MegaMart|RetailCo,2337007.76,147924.22
STARK 678 Corp,UrbanWorks|RetailCo,7346652.34,1071293.54
Initrode 2059 LLC.,CoreTrade|BuildIt,785664.59,88910.32
INITRODE 1465 Inc,CoreTrade|SupplyHub,5980759.64,684035.79
Wonka 2426 Limited,SupplyHub|UrbanWorks,3886328.41,237731.71
Wayne 1842,UrbanWorks|CoreTrade|MegaMart,5811476.73,118473.07
PIED PIPER 395 Corp,BuildIt|UrbanWorks|SupplyHub,8740895.32,1654149.52
"Gringotts 2392, Inc",CoreTrade|UrbanWorks|MegaMart,7697343.94,600127.16
Cyberdyne 1413,UrbanWorks|RetailCo|CoreTrade|SupplyHub,366308.44,82422.65
BLUE SUN 2369 Inc,RetailCo|SupplyHub,6089115.94,149680.1
Acme 2429 Inc,MegaMart,6507459.36,1090552.8
Massive Dynamic 774,RetailCo|MegaMart|UrbanWorks|SupplyHub,4062477.24,507825.49
Initrode 527 Inc.,CoreTrade,9671430.22,931041.91
INITECH 608 Limited,UrbanWorks|SupplyHub|RetailCo|CoreTrade,6312575.05,846604.32
LexCorp 235 Inc.,CoreTrade,5088003.03,1208123.92
LexCorp 1586 Corp,SupplyHub|BuildIt|CoreTrade,3345684.93,515051.07
Wonka 1687 Corp,BuildIt|SupplyHub|UrbanWorks|MegaMart,2691707.2,116480.26
STARK 350 Corporation,BuildIt|MegaMart,2319991.99,572064.75
"Initrode 968, Ltd",UrbanWorks,8504117.64,309627.59
CYBERDYNE 751 Corporation,MegaMart|UrbanWorks|SupplyHub,3897149.72,605594.69
ACME 2130 Limited,UrbanWorks|BuildIt|MegaMart|CoreTrade,9125267.12,779335.58
"Abstergo 1131, Ltd",RetailCo|UrbanWorks|BuildIt,8493199.9,677093.26
Acme 836,CoreTrade|RetailCo|UrbanWorks,4512105.74,1028914.36
Oscorp 1330,SupplyHub|CoreTrade,3237743.27,320811.19
INITECH 8 Corporation,BuildIt|MegaMart|SupplyHub|UrbanWorks,6323534.01,1414283.06
LexCorp 320,RetailCo,5486411.4,1102082.0
"Vehement 2329, Corp",CoreTrade|BuildIt|UrbanWorks,1432594.84,89098.34
Pied Piper 986 Corp,UrbanWorks,2389032.4,51746.77
"Massive Dynamic 810, Corporation",BuildIt|RetailCo|CoreTrade|MegaMart,6362574.52,421230.99
"Abstergo 809, Corp",UrbanWorks|SupplyHub,3059240.04,554773.88
APERTURE 1170 Corp,RetailCo,1522844.67,344179.95
Tyrell 2359 Limited.,RetailCo|BuildIt,4861494.62,205167.92
Aperture 1166,CoreTrade|SupplyHub,3390087.75,222301.08
"Gringotts 1295, Inc",BuildIt|CoreTrade|RetailCo,8992692.76,1043939.46
MONARCH 1644 Limited,RetailCo,6099666.94,132003.76
Gringotts 464,UrbanWorks,2248463.56,152995.56
